序号,礼包码,礼包物品列表,是否通用,生效时间,失效时间,礼包类型
4340,03iwBO8Tq4en8,20000298|2;22000159|2;20000080|300;40000003|100000,1,"2021-03-28 00:00:00","2027-03-29 00:00:00",4
4341,03iwbUc8jyG6B,20000298|2;22000159|2;20000080|300;40000003|100000,1,"2021-03-28 00:00:00","2027-03-29 00:00:00",4
4342,03iwikzwU2BvO,20000298|2;22000159|2;20000080|300;40000003|100000,1,"2021-03-28 00:00:00","2027-03-29 00:00:00",4
4343,03iWSaQEfTfsM,20000298|2;22000159|2;20000080|300;40000003|100000,1,"2021-03-28 00:00:00","2027-03-29 00:00:00",4
4344,03iWTc8KcjZzt,20000298|2;22000159|2;20000080|300;40000003|100000,1,"2021-03-28 00:00:00","2027-03-29 00:00:00",4
4345,03iWxCs9GPpec,20000298|2;22000159|2;20000080|300;40000003|100000,1,"2021-03-28 00:00:00","2027-03-29 00:00:00",4
4346,03iwxeDROHmpY,20000298|2;22000159|2;20000080|300;40000003|100000,1,"2021-03-28 00:00:00","2027-03-29 00:00:00",4
4347,03ix3UVObdTQR,20000298|2;22000159|2;20000080|300;40000003|100000,1,"2021-03-28 00:00:00","2027-03-29 00:00:00",4
4348,03ix7iterMhWs,20000298|2;22000159|2;20000080|300;40000003|100000,1,"2021-03-28 00:00:00","2027-03-29 00:00:00",4
4349,03iX9xitxqKvM,20000298|2;22000159|2;20000080|300;40000003|100000,1,"2021-03-28 00:00:00","2027-03-29 00:00:00",4
4350,03ixgEvzdpLVe,20000298|2;22000159|2;20000080|300;40000003|100000,1,"2021-03-28 00:00:00","2027-03-29 00:00:00",4
4351,03ixhbzKQFwvD,20000298|2;22000159|2;20000080|300;40000003|100000,1,"2021-03-28 00:00:00","2027-03-29 00:00:00",4
4352,03ixiwyWtkYxi,20000298|2;22000159|2;20000080|300;40000003|100000,1,"2021-03-28 00:00:00","2027-03-29 00:00:00",4
4353,03iXJCkYZN6fY,20000298|2;22000159|2;20000080|300;40000003|100000,1,"2021-03-28 00:00:00","2027-03-29 00:00:00",4
4354,03iXkdVKtrqqA,20000298|2;22000159|2;20000080|300;40000003|100000,1,"2021-03-28 00:00:00","2027-03-29 00:00:00",4
4355,03iXNxLYZSvpP,20000298|2;22000159|2;20000080|300;40000003|100000,1,"2021-03-28 00:00:00","2027-03-29 00:00:00",4
4356,03ixZJEdLPME8,20000298|2;22000159|2;20000080|300;40000003|100000,1,"2021-03-28 00:00:00","2027-03-29 00:00:00",4
4357,03iY8KmP3RGpQ,20000298|2;22000159|2;20000080|300;40000003|100000,1,"2021-03-28 00:00:00","2027-03-29 00:00:00",4
4358,03iyaNnEjVSD5,20000298|2;22000159|2;20000080|300;40000003|100000,1,"2021-03-28 00:00:00","2027-03-29 00:00:00",4
4359,03iyATuvUXUyp,20000298|2;22000159|2;20000080|300;40000003|100000,1,"2021-03-28 00:00:00","2027-03-29 00:00:00",4
4360,03iYHVCAG5c4M,20000298|2;22000159|2;20000080|300;40000003|100000,1,"2021-03-28 00:00:00","2027-03-29 00:00:00",4
4361,03iYPWX9kSW7b,20000298|2;22000159|2;20000080|300;40000003|100000,1,"2021-03-28 00:00:00","2027-03-29 00:00:00",4
4362,03iyQ6Aitbkvn,20000298|2;22000159|2;20000080|300;40000003|100000,1,"2021-03-28 00:00:00","2027-03-29 00:00:00",4
4363,03iyqpbWKmcpD,20000298|2;22000159|2;20000080|300;40000003|100000,1,"2021-03-28 00:00:00","2027-03-29 00:00:00",4
4364,03iyRFquL6YDH,20000298|2;22000159|2;20000080|300;40000003|100000,1,"2021-03-28 00:00:00","2027-03-29 00:00:00",4
4365,03iysMEUVnsvj,20000298|2;22000159|2;20000080|300;40000003|100000,1,"2021-03-28 00:00:00","2027-03-29 00:00:00",4
4366,03iyTAe3x3F9X,20000298|2;22000159|2;20000080|300;40000003|100000,1,"2021-03-28 00:00:00","2027-03-29 00:00:00",4
4367,03iYW38s9zKZy,20000298|2;22000159|2;20000080|300;40000003|100000,1,"2021-03-28 00:00:00","2027-03-29 00:00:00",4
4368,03iZ7vk2nZx6M,20000298|2;22000159|2;20000080|300;40000003|100000,1,"2021-03-28 00:00:00","2027-03-29 00:00:00",4
4369,03izCSZyveU4u,20000298|2;22000159|2;20000080|300;40000003|100000,1,"2021-03-28 00:00:00","2027-03-29 00:00:00",4
4370,03izCynWNSpu4,20000298|2;22000159|2;20000080|300;40000003|100000,1,"2021-03-28 00:00:00","2027-03-29 00:00:00",4
4371,03iZDt5DmR5mN,20000298|2;22000159|2;20000080|300;40000003|100000,1,"2021-03-28 00:00:00","2027-03-29 00:00:00",4
4372,03iZhC5Y9azcY,20000298|2;22000159|2;20000080|300;40000003|100000,1,"2021-03-28 00:00:00","2027-03-29 00:00:00",4
4373,03iZp8bvjfP2f,20000298|2;22000159|2;20000080|300;40000003|100000,1,"2021-03-28 00:00:00","2027-03-29 00:00:00",4
4374,03iZRXsiQXzsP,20000298|2;22000159|2;20000080|300;40000003|100000,1,"2021-03-28 00:00:00","2027-03-29 00:00:00",4
4375,03iZtxTppVmL7,20000298|2;22000159|2;20000080|300;40000003|100000,1,"2021-03-28 00:00:00","2027-03-29 00:00:00",4
4376,03iZV652gGZYp,20000298|2;22000159|2;20000080|300;40000003|100000,1,"2021-03-28 00:00:00","2027-03-29 00:00:00",4
4377,03iZWk2KhjJuv,20000298|2;22000159|2;20000080|300;40000003|100000,1,"2021-03-28 00:00:00","2027-03-29 00:00:00",4
4378,03iZyNyHUdTYF,20000298|2;22000159|2;20000080|300;40000003|100000,1,"2021-03-28 00:00:00","2027-03-29 00:00:00",4
4379,03j26EgMPMGbJ,20000298|2;22000159|2;20000080|300;40000003|100000,1,"2021-03-28 00:00:00","2027-03-29 00:00:00",4
4380,03J2AQpYR4Wf9,20000298|2;22000159|2;20000080|300;40000003|100000,1,"2021-03-28 00:00:00","2027-03-29 00:00:00",4
4381,03j2KJJMuNC3d,20000298|2;22000159|2;20000080|300;40000003|100000,1,"2021-03-28 00:00:00","2027-03-29 00:00:00",4
4382,03J2kTbJa8dYi,20000298|2;22000159|2;20000080|300;40000003|100000,1,"2021-03-28 00:00:00","2027-03-29 00:00:00",4
4383,03j2QV9iXvbRK,20000298|2;22000159|2;20000080|300;40000003|100000,1,"2021-03-28 00:00:00","2027-03-29 00:00:00",4
4384,03j2TmGUJTwMe,20000298|2;22000159|2;20000080|300;40000003|100000,1,"2021-03-28 00:00:00","2027-03-29 00:00:00",4
4385,03j2wbDWk7UAu,20000298|2;22000159|2;20000080|300;40000003|100000,1,"2021-03-28 00:00:00","2027-03-29 00:00:00",4
4386,03j3kVzediGWW,20000298|2;22000159|2;20000080|300;40000003|100000,1,"2021-03-28 00:00:00","2027-03-29 00:00:00",4
4387,03J3KYtu8fOaB,20000298|2;22000159|2;20000080|300;40000003|100000,1,"2021-03-28 00:00:00","2027-03-29 00:00:00",4
4388,03j3MueTqzaGg,20000298|2;22000159|2;20000080|300;40000003|100000,1,"2021-03-28 00:00:00","2027-03-29 00:00:00",4
4389,03j3Yh6WQZchx,20000298|2;22000159|2;20000080|300;40000003|100000,1,"2021-03-28 00:00:00","2027-03-29 00:00:00",4
4390,03j44HfrSxQ4T,20000298|2;22000159|2;20000080|300;40000003|100000,1,"2021-03-28 00:00:00","2027-03-29 00:00:00",4
4391,03J4g2VVvCa6X,20000298|2;22000159|2;20000080|300;40000003|100000,1,"2021-03-28 00:00:00","2027-03-29 00:00:00",4
4392,03j4irr3iH9HH,20000298|2;22000159|2;20000080|300;40000003|100000,1,"2021-03-28 00:00:00","2027-03-29 00:00:00",4
4393,03j4Ud5X79ifT,20000298|2;22000159|2;20000080|300;40000003|100000,1,"2021-03-28 00:00:00","2027-03-29 00:00:00",4
4394,03j5JQqwrqUMv,20000298|2;22000159|2;20000080|300;40000003|100000,1,"2021-03-28 00:00:00","2027-03-29 00:00:00",4
4395,03j5QF2DQHTts,20000298|2;22000159|2;20000080|300;40000003|100000,1,"2021-03-28 00:00:00","2027-03-29 00:00:00",4
4396,03j5wzuw2apLp,20000298|2;22000159|2;20000080|300;40000003|100000,1,"2021-03-28 00:00:00","2027-03-29 00:00:00",4
4397,03J5ZaaQOxkWV,20000298|2;22000159|2;20000080|300;40000003|100000,1,"2021-03-28 00:00:00","2027-03-29 00:00:00",4
4398,03J6afayuwwCq,20000298|2;22000159|2;20000080|300;40000003|100000,1,"2021-03-28 00:00:00","2027-03-29 00:00:00",4
4399,03J6bSf25nkWx,20000298|2;22000159|2;20000080|300;40000003|100000,1,"2021-03-28 00:00:00","2027-03-29 00:00:00",4
4400,03j6DxFbJu8L3,20000298|2;22000159|2;20000080|300;40000003|100000,1,"2021-03-28 00:00:00","2027-03-29 00:00:00",4
4401,03J6hnHwENvi9,20000298|2;22000159|2;20000080|300;40000003|100000,1,"2021-03-28 00:00:00","2027-03-29 00:00:00",4
4402,03J6KmFY2bU4X,20000298|2;22000159|2;20000080|300;40000003|100000,1,"2021-03-28 00:00:00","2027-03-29 00:00:00",4
4403,03j6my6WMbtOd,20000298|2;22000159|2;20000080|300;40000003|100000,1,"2021-03-28 00:00:00","2027-03-29 00:00:00",4
4404,03j6SkdbuafF7,20000298|2;22000159|2;20000080|300;40000003|100000,1,"2021-03-28 00:00:00","2027-03-29 00:00:00",4
4405,03J6uX7FarDAq,20000298|2;22000159|2;20000080|300;40000003|100000,1,"2021-03-28 00:00:00","2027-03-29 00:00:00",4
4406,03J7nvHBMC7cF,20000298|2;22000159|2;20000080|300;40000003|100000,1,"2021-03-28 00:00:00","2027-03-29 00:00:00",4
4407,03j7qTvM76QEp,20000298|2;22000159|2;20000080|300;40000003|100000,1,"2021-03-28 00:00:00","2027-03-29 00:00:00",4
4408,03j7yqAZLazBb,20000298|2;22000159|2;20000080|300;40000003|100000,1,"2021-03-28 00:00:00","2027-03-29 00:00:00",4
4409,03J8BFakYunZA,20000298|2;22000159|2;20000080|300;40000003|100000,1,"2021-03-28 00:00:00","2027-03-29 00:00:00",4
4410,03J8i6u5TZYtB,20000298|2;22000159|2;20000080|300;40000003|100000,1,"2021-03-28 00:00:00","2027-03-29 00:00:00",4
4411,03J9azYC6Fcwh,20000298|2;22000159|2;20000080|300;40000003|100000,1,"2021-03-28 00:00:00","2027-03-29 00:00:00",4
4412,03j9LmbLwpOfT,20000298|2;22000159|2;20000080|300;40000003|100000,1,"2021-03-28 00:00:00","2027-03-29 00:00:00",4
4413,03j9WPUpgi4fh,20000298|2;22000159|2;20000080|300;40000003|100000,1,"2021-03-28 00:00:00","2027-03-29 00:00:00",4
4414,03ja4KXMLxNa3,20000298|2;22000159|2;20000080|300;40000003|100000,1,"2021-03-28 00:00:00","2027-03-29 00:00:00",4
4415,03Ja6fectViuk,20000298|2;22000159|2;20000080|300;40000003|100000,1,"2021-03-28 00:00:00","2027-03-29 00:00:00",4
4416,03jA9OGHkFbne,20000298|2;22000159|2;20000080|300;40000003|100000,1,"2021-03-28 00:00:00","2027-03-29 00:00:00",4
4417,03JagPJwskvym,20000298|2;22000159|2;20000080|300;40000003|100000,1,"2021-03-28 00:00:00","2027-03-29 00:00:00",4
4418,03jAgzi9hhYwS,20000298|2;22000159|2;20000080|300;40000003|100000,1,"2021-03-28 00:00:00","2027-03-29 00:00:00",4
4419,03jAh4jKgmQLT,20000298|2;22000159|2;20000080|300;40000003|100000,1,"2021-03-28 00:00:00","2027-03-29 00:00:00",4
4420,03JAhxWJgLuCH,20000298|2;22000159|2;20000080|300;40000003|100000,1,"2021-03-28 00:00:00","2027-03-29 00:00:00",4
4421,03JAjPuYRabYC,20000298|2;22000159|2;20000080|300;40000003|100000,1,"2021-03-28 00:00:00","2027-03-29 00:00:00",4
4422,03jaLa6Lca93D,20000298|2;22000159|2;20000080|300;40000003|100000,1,"2021-03-28 00:00:00","2027-03-29 00:00:00",4
4423,03JanayWXLcCf,20000298|2;22000159|2;20000080|300;40000003|100000,1,"2021-03-28 00:00:00","2027-03-29 00:00:00",4
4424,03jaNySJgkSfW,20000298|2;22000159|2;20000080|300;40000003|100000,1,"2021-03-28 00:00:00","2027-03-29 00:00:00",4
4425,03jAsaqVZg2Tx,20000298|2;22000159|2;20000080|300;40000003|100000,1,"2021-03-28 00:00:00","2027-03-29 00:00:00",4
4426,03Jat7vYEgen3,20000298|2;22000159|2;20000080|300;40000003|100000,1,"2021-03-28 00:00:00","2027-03-29 00:00:00",4
4427,03jayKg8jFcGP,20000298|2;22000159|2;20000080|300;40000003|100000,1,"2021-03-28 00:00:00","2027-03-29 00:00:00",4
4428,03JAZUrrm7CLL,20000298|2;22000159|2;20000080|300;40000003|100000,1,"2021-03-28 00:00:00","2027-03-29 00:00:00",4
4429,03jB87sMY6xBt,20000298|2;22000159|2;20000080|300;40000003|100000,1,"2021-03-28 00:00:00","2027-03-29 00:00:00",4
4430,03Jb9spE9YFNe,20000298|2;22000159|2;20000080|300;40000003|100000,1,"2021-03-28 00:00:00","2027-03-29 00:00:00",4
4431,03JBBTsuciu7k,20000298|2;22000159|2;20000080|300;40000003|100000,1,"2021-03-28 00:00:00","2027-03-29 00:00:00",4
4432,03jbbwwPHb8Bf,20000298|2;22000159|2;20000080|300;40000003|100000,1,"2021-03-28 00:00:00","2027-03-29 00:00:00",4
4433,03JbcyxTpJ9BK,20000298|2;22000159|2;20000080|300;40000003|100000,1,"2021-03-28 00:00:00","2027-03-29 00:00:00",4
4434,03Jbhe7JuraS5,20000298|2;22000159|2;20000080|300;40000003|100000,1,"2021-03-28 00:00:00","2027-03-29 00:00:00",4
4435,03jBJdH5Kc9C4,20000298|2;22000159|2;20000080|300;40000003|100000,1,"2021-03-28 00:00:00","2027-03-29 00:00:00",4
4436,03JbM5szMgMQ2,20000298|2;22000159|2;20000080|300;40000003|100000,1,"2021-03-28 00:00:00","2027-03-29 00:00:00",4
4437,03jbn2iUPiN4N,20000298|2;22000159|2;20000080|300;40000003|100000,1,"2021-03-28 00:00:00","2027-03-29 00:00:00",4
4438,03jbRsNKCWKSF,20000298|2;22000159|2;20000080|300;40000003|100000,1,"2021-03-28 00:00:00","2027-03-29 00:00:00",4
4439,03jBtKLA6ZpiS,20000298|2;22000159|2;20000080|300;40000003|100000,1,"2021-03-28 00:00:00","2027-03-29 00:00:00",4
4440,03JBupk5KffHB,20000298|2;22000159|2;20000080|300;40000003|100000,1,"2021-03-28 00:00:00","2027-03-29 00:00:00",4
4441,03JbusDFCPRfA,20000298|2;22000159|2;20000080|300;40000003|100000,1,"2021-03-28 00:00:00","2027-03-29 00:00:00",4
4442,03JBwsHvEUQdT,20000298|2;22000159|2;20000080|300;40000003|100000,1,"2021-03-28 00:00:00","2027-03-29 00:00:00",4
4443,03JByyaGthdxL,20000298|2;22000159|2;20000080|300;40000003|100000,1,"2021-03-28 00:00:00","2027-03-29 00:00:00",4
4444,03JceLRaPj92z,20000298|2;22000159|2;20000080|300;40000003|100000,1,"2021-03-28 00:00:00","2027-03-29 00:00:00",4
4445,03jCjtBKpTFzr,20000298|2;22000159|2;20000080|300;40000003|100000,1,"2021-03-28 00:00:00","2027-03-29 00:00:00",4
4446,03jCK73JTwZdM,20000298|2;22000159|2;20000080|300;40000003|100000,1,"2021-03-28 00:00:00","2027-03-29 00:00:00",4
4447,03JcsqQCMAHfs,20000298|2;22000159|2;20000080|300;40000003|100000,1,"2021-03-28 00:00:00","2027-03-29 00:00:00",4
4448,03jd5s4qHiyVL,20000298|2;22000159|2;20000080|300;40000003|100000,1,"2021-03-28 00:00:00","2027-03-29 00:00:00",4
4449,03jdepP6ykiWY,20000298|2;22000159|2;20000080|300;40000003|100000,1,"2021-03-28 00:00:00","2027-03-29 00:00:00",4
4450,03jDgPDTz2Ns8,20000298|2;22000159|2;20000080|300;40000003|100000,1,"2021-03-28 00:00:00","2027-03-29 00:00:00",4
4451,03JdkvKHiWixO,20000298|2;22000159|2;20000080|300;40000003|100000,1,"2021-03-28 00:00:00","2027-03-29 00:00:00",4
4452,03JdRKDpdStxD,20000298|2;22000159|2;20000080|300;40000003|100000,1,"2021-03-28 00:00:00","2027-03-29 00:00:00",4
4453,03jdux93mwefj,20000298|2;22000159|2;20000080|300;40000003|100000,1,"2021-03-28 00:00:00","2027-03-29 00:00:00",4
4454,03JdvADZdL8Cb,20000298|2;22000159|2;20000080|300;40000003|100000,1,"2021-03-28 00:00:00","2027-03-29 00:00:00",4
4455,03JdvpGPVbi8q,20000298|2;22000159|2;20000080|300;40000003|100000,1,"2021-03-28 00:00:00","2027-03-29 00:00:00",4
4456,03je5sWXQQHVb,20000298|2;22000159|2;20000080|300;40000003|100000,1,"2021-03-28 00:00:00","2027-03-29 00:00:00",4
4457,03Je8JcbfuACg,20000298|2;22000159|2;20000080|300;40000003|100000,1,"2021-03-28 00:00:00","2027-03-29 00:00:00",4
4458,03je8SGpE3T6Q,20000298|2;22000159|2;20000080|300;40000003|100000,1,"2021-03-28 00:00:00","2027-03-29 00:00:00",4
4459,03jEaeueGnDZn,20000298|2;22000159|2;20000080|300;40000003|100000,1,"2021-03-28 00:00:00","2027-03-29 00:00:00",4
4460,03JEeMQAa7gjp,20000298|2;22000159|2;20000080|300;40000003|100000,1,"2021-03-28 00:00:00","2027-03-29 00:00:00",4
4461,03JeEq2Biy3Wz,20000298|2;22000159|2;20000080|300;40000003|100000,1,"2021-03-28 00:00:00","2027-03-29 00:00:00",4
4462,03jEeSUEBEKSf,20000298|2;22000159|2;20000080|300;40000003|100000,1,"2021-03-28 00:00:00","2027-03-29 00:00:00",4
4463,03JEG7AjmdeNq,20000298|2;22000159|2;20000080|300;40000003|100000,1,"2021-03-28 00:00:00","2027-03-29 00:00:00",4
4464,03jeHEJAOFgVm,20000298|2;22000159|2;20000080|300;40000003|100000,1,"2021-03-28 00:00:00","2027-03-29 00:00:00",4
4465,03jEpqPfqmCVy,20000298|2;22000159|2;20000080|300;40000003|100000,1,"2021-03-28 00:00:00","2027-03-29 00:00:00",4
4466,03jEtfbL7X6NX,20000298|2;22000159|2;20000080|300;40000003|100000,1,"2021-03-28 00:00:00","2027-03-29 00:00:00",4
4467,03jETRGrNdur6,20000298|2;22000159|2;20000080|300;40000003|100000,1,"2021-03-28 00:00:00","2027-03-29 00:00:00",4
4468,03jETzX3nZiJu,20000298|2;22000159|2;20000080|300;40000003|100000,1,"2021-03-28 00:00:00","2027-03-29 00:00:00",4
4469,03jF5RmHBNriP,20000298|2;22000159|2;20000080|300;40000003|100000,1,"2021-03-28 00:00:00","2027-03-29 00:00:00",4
4470,03jF9VYeXqNUM,20000298|2;22000159|2;20000080|300;40000003|100000,1,"2021-03-28 00:00:00","2027-03-29 00:00:00",4
4471,03JfbDctqM4Ch,20000298|2;22000159|2;20000080|300;40000003|100000,1,"2021-03-28 00:00:00","2027-03-29 00:00:00",4
4472,03JFCMVPaC4Sg,20000298|2;22000159|2;20000080|300;40000003|100000,1,"2021-03-28 00:00:00","2027-03-29 00:00:00",4
4473,03Jfd76kNEZRm,20000298|2;22000159|2;20000080|300;40000003|100000,1,"2021-03-28 00:00:00","2027-03-29 00:00:00",4
4474,03jFdqCuM2XiV,20000298|2;22000159|2;20000080|300;40000003|100000,1,"2021-03-28 00:00:00","2027-03-29 00:00:00",4
4475,03JFkriiy8wrT,20000298|2;22000159|2;20000080|300;40000003|100000,1,"2021-03-28 00:00:00","2027-03-29 00:00:00",4
4476,03jfmYsfFHjMd,20000298|2;22000159|2;20000080|300;40000003|100000,1,"2021-03-28 00:00:00","2027-03-29 00:00:00",4
4477,03JfsMiTCf8MJ,20000298|2;22000159|2;20000080|300;40000003|100000,1,"2021-03-28 00:00:00","2027-03-29 00:00:00",4
4478,03Jfst9fTCSqt,20000298|2;22000159|2;20000080|300;40000003|100000,1,"2021-03-28 00:00:00","2027-03-29 00:00:00",4
4479,03jfTkYYmjOGS,20000298|2;22000159|2;20000080|300;40000003|100000,1,"2021-03-28 00:00:00","2027-03-29 00:00:00",4
4480,03jFVP2sP826g,20000298|2;22000159|2;20000080|300;40000003|100000,1,"2021-03-28 00:00:00","2027-03-29 00:00:00",4
4481,03JFvvE2HvA3B,20000298|2;22000159|2;20000080|300;40000003|100000,1,"2021-03-28 00:00:00","2027-03-29 00:00:00",4
4482,03jfZD6FAPNVO,20000298|2;22000159|2;20000080|300;40000003|100000,1,"2021-03-28 00:00:00","2027-03-29 00:00:00",4
4483,03jG64a2Lqi34,20000298|2;22000159|2;20000080|300;40000003|100000,1,"2021-03-28 00:00:00","2027-03-29 00:00:00",4
4484,03JgdjxvtJuZY,20000298|2;22000159|2;20000080|300;40000003|100000,1,"2021-03-28 00:00:00","2027-03-29 00:00:00",4
4485,03jgOdZOSsgka,20000298|2;22000159|2;20000080|300;40000003|100000,1,"2021-03-28 00:00:00","2027-03-29 00:00:00",4
4486,03JGQbJybKfxC,20000298|2;22000159|2;20000080|300;40000003|100000,1,"2021-03-28 00:00:00","2027-03-29 00:00:00",4
4487,03JGthNETm4HU,20000298|2;22000159|2;20000080|300;40000003|100000,1,"2021-03-28 00:00:00","2027-03-29 00:00:00",4
4488,03JGThPEcgkvT,20000298|2;22000159|2;20000080|300;40000003|100000,1,"2021-03-28 00:00:00","2027-03-29 00:00:00",4
4489,03jGU2s4jxi6H,20000298|2;22000159|2;20000080|300;40000003|100000,1,"2021-03-28 00:00:00","2027-03-29 00:00:00",4
4490,03jGVgkhWSrpB,20000298|2;22000159|2;20000080|300;40000003|100000,1,"2021-03-28 00:00:00","2027-03-29 00:00:00",4
4491,03JgvhR88sZ76,20000298|2;22000159|2;20000080|300;40000003|100000,1,"2021-03-28 00:00:00","2027-03-29 00:00:00",4
4492,03jGXfJ5vQO4S,20000298|2;22000159|2;20000080|300;40000003|100000,1,"2021-03-28 00:00:00","2027-03-29 00:00:00",4
4493,03jgxuT8HEFP7,20000298|2;22000159|2;20000080|300;40000003|100000,1,"2021-03-28 00:00:00","2027-03-29 00:00:00",4
4494,03jh77Ay8NQhd,20000298|2;22000159|2;20000080|300;40000003|100000,1,"2021-03-28 00:00:00","2027-03-29 00:00:00",4
4495,03Jh82zyduv4A,20000298|2;22000159|2;20000080|300;40000003|100000,1,"2021-03-28 00:00:00","2027-03-29 00:00:00",4
4496,03JH8cDP7aB5M,20000298|2;22000159|2;20000080|300;40000003|100000,1,"2021-03-28 00:00:00","2027-03-29 00:00:00",4
4497,03Jhb9w2iGJTx,20000298|2;22000159|2;20000080|300;40000003|100000,1,"2021-03-28 00:00:00","2027-03-29 00:00:00",4
4498,03jhbQ6PbZBkN,20000298|2;22000159|2;20000080|300;40000003|100000,1,"2021-03-28 00:00:00","2027-03-29 00:00:00",4
4499,03JHHfyzQDH8a,20000298|2;22000159|2;20000080|300;40000003|100000,1,"2021-03-28 00:00:00","2027-03-29 00:00:00",4
4500,03JhmPzFMw8mP,20000298|2;22000159|2;20000080|300;40000003|100000,1,"2021-03-28 00:00:00","2027-03-29 00:00:00",4
4501,03JhPyksL2nwu,20000298|2;22000159|2;20000080|300;40000003|100000,1,"2021-03-28 00:00:00","2027-03-29 00:00:00",4
4502,03jHQCLnxOxAW,20000298|2;22000159|2;20000080|300;40000003|100000,1,"2021-03-28 00:00:00","2027-03-29 00:00:00",4
4503,03Jhr3vvZcejF,20000298|2;22000159|2;20000080|300;40000003|100000,1,"2021-03-28 00:00:00","2027-03-29 00:00:00",4
4504,03JhtRveuuRw6,20000298|2;22000159|2;20000080|300;40000003|100000,1,"2021-03-28 00:00:00","2027-03-29 00:00:00",4
4505,03JhwQkiAz8tu,20000298|2;22000159|2;20000080|300;40000003|100000,1,"2021-03-28 00:00:00","2027-03-29 00:00:00",4
4506,03JhxTzHPaLpP,20000298|2;22000159|2;20000080|300;40000003|100000,1,"2021-03-28 00:00:00","2027-03-29 00:00:00",4
4507,03JhxXq35ivMB,20000298|2;22000159|2;20000080|300;40000003|100000,1,"2021-03-28 00:00:00","2027-03-29 00:00:00",4
4508,03JHzuK2uYfiT,20000298|2;22000159|2;20000080|300;40000003|100000,1,"2021-03-28 00:00:00","2027-03-29 00:00:00",4
4509,03JiH8c75cFeE,20000298|2;22000159|2;20000080|300;40000003|100000,1,"2021-03-28 00:00:00","2027-03-29 00:00:00",4
4510,03jiQB8ucAA4t,20000298|2;22000159|2;20000080|300;40000003|100000,1,"2021-03-28 00:00:00","2027-03-29 00:00:00",4
4511,03JJ3Em2eUK7m,20000298|2;22000159|2;20000080|300;40000003|100000,1,"2021-03-28 00:00:00","2027-03-29 00:00:00",4
4512,03jJBkn7k7sSd,20000298|2;22000159|2;20000080|300;40000003|100000,1,"2021-03-28 00:00:00","2027-03-29 00:00:00",4
4513,03jJdCdEFrX8K,20000298|2;22000159|2;20000080|300;40000003|100000,1,"2021-03-28 00:00:00","2027-03-29 00:00:00",4
4514,03JjeDVmPAjL7,20000298|2;22000159|2;20000080|300;40000003|100000,1,"2021-03-28 00:00:00","2027-03-29 00:00:00",4
4515,03jjfRmSbPQ2n,20000298|2;22000159|2;20000080|300;40000003|100000,1,"2021-03-28 00:00:00","2027-03-29 00:00:00",4
4516,03Jjn33ONkvPi,20000298|2;22000159|2;20000080|300;40000003|100000,1,"2021-03-28 00:00:00","2027-03-29 00:00:00",4
4517,03jjpFNdKVcNN,20000298|2;22000159|2;20000080|300;40000003|100000,1,"2021-03-28 00:00:00","2027-03-29 00:00:00",4
4518,03JJPkxLOQUm9,20000298|2;22000159|2;20000080|300;40000003|100000,1,"2021-03-28 00:00:00","2027-03-29 00:00:00",4
4519,03jJuiqpFhjTW,20000298|2;22000159|2;20000080|300;40000003|100000,1,"2021-03-28 00:00:00","2027-03-29 00:00:00",4
4520,03JK85z635eVE,20000298|2;22000159|2;20000080|300;40000003|100000,1,"2021-03-28 00:00:00","2027-03-29 00:00:00",4
4521,03jkFBRBR3Tq8,20000298|2;22000159|2;20000080|300;40000003|100000,1,"2021-03-28 00:00:00","2027-03-29 00:00:00",4
4522,03JkGvcVtP3y5,20000298|2;22000159|2;20000080|300;40000003|100000,1,"2021-03-28 00:00:00","2027-03-29 00:00:00",4
4523,03jkJu3wTWjsX,20000298|2;22000159|2;20000080|300;40000003|100000,1,"2021-03-28 00:00:00","2027-03-29 00:00:00",4
4524,03JkMYKxFhy22,20000298|2;22000159|2;20000080|300;40000003|100000,1,"2021-03-28 00:00:00","2027-03-29 00:00:00",4
4525,03JKQbcGr7bzJ,20000298|2;22000159|2;20000080|300;40000003|100000,1,"2021-03-28 00:00:00","2027-03-29 00:00:00",4
4526,03jkTXpUzhffk,20000298|2;22000159|2;20000080|300;40000003|100000,1,"2021-03-28 00:00:00","2027-03-29 00:00:00",4
